id,text,sentiment
7904,Terrible experience,negative
7905,Very disappointed and shipping was fast,negative
7906,Highly recommend it loved it,positive
7907,Completely unsatisfied,negative
7908,So happy with the service as packaging was good,positive
7909,Awful quality and customer service helped horrible,negative
7910,"Not bad, not great as the quality is great",neutral
7911,"Just saying, I hate this",negative
7912,Fine for the price so the quality is great ok,neutral
7913,Will buy again,positive
7914,So happy with the service amazing,positive
7915,Average product ,neutral
7916,Never buying again awful,negative
7917,So happy with the service,positive
7918,Would not recommend dislike,negative
7919,Would not recommend awful,negative
7920,This ruined my day because it works well horrible,negative
7921,Completely unsatisfied so shipping was fast 👎,negative
7922,I hate this as customer service helped,negative
7923,One star because the quality is great 😡,negative
7924,Terrible experience and it works well horrible,negative
7925,Awful quality horrible,negative
7926,Worst purchase ever,negative
7927,Terrible experience,negative
7928,Absolutely fantastic experience 👍,positive
7929,Top quality and great value,positive
7930,"Just saying, Exceeded my expectations 👍",positive
7931,I hate this horrible,negative
7932,Five stars so it works well great!,positive
7933,Never buying again dislike,negative
7934,Standard as shipping was fast ok,neutral
7935,Absolutely fantastic experience loved it,positive
7936,I hate this as the quality is great so bad,negative
7937,Would not recommend 😡,negative
7938,Five stars pleasant,positive
7939,Exceeded my expectations so customer service helped,positive
7940,This made my day 😊,positive
7941,Highly recommend it pleasant,positive
7942,"Not bad, not great so packaging was good ok",neutral
7943,Five stars because customer service helped,positive
7944,Worst purchase ever so it works well terrible!,negative
7945,"Just saying, Top quality and great value 👍",positive
7946,"Just saying, This ruined my day because customer service helped dislike",negative
7947,Exceeded my expectations,positive
7948,Will buy again because customer service helped,positive
7949,Never buying again,negative
7950,Will buy again,positive
7951,Awful quality as customer service helped,negative
7952,I hate this,negative
7953,Awful quality as packaging was good,negative
7954,I hate this,negative
7955,One star 😡,negative
7956,Will buy again and packaging was good,positive
7957,Completely unsatisfied and it works well,negative
7958,"Not bad, not great .",neutral
7959,Completely unsatisfied 😡,negative
7960,I hate this,negative
7961,This ruined my day,negative
7962,Will buy again 👍,positive
7963,I hate this 👎,negative
7964,Terrible experience so customer service helped,negative
7965,"Not bad, not great",neutral
7966,"Just saying, I love this product so customer service helped",positive
7967,Worst purchase ever as it works well 👎,negative
7968,I hate this,negative
7969,Terrible experience terrible!,negative
7970,Awful quality 😡,negative
7971,Five stars,positive
7972,Awful quality and it works well terrible!,negative
7973,Fine for the price so-so,neutral
7974,"FYI, Will buy again as shipping was fast pleasant",positive
7975,I love this product 😊,positive
7976,Exceeded my expectations and it works well 😊,positive
7977,Absolutely fantastic experience so packaging was good,positive
7978,It was okay and it works well,neutral
7979,Never buying again,negative
7980,Completely unsatisfied so shipping was fast awful,negative
7981,I hate this awful,negative
7982,Five stars because packaging was good 😊,positive
7983,Very disappointed,negative
7984,Satisfactory alright,neutral
7985,Exceeded my expectations because customer service helped loved it,positive
7986,This ruined my day because customer service helped,negative
7987,Never buying again,negative
7988,Very disappointed so bad,negative
7989,This made my day because customer service helped loved it,positive
7990,Best purchase ever as the quality is great so good,positive
7991,Will buy again,positive
7992,"Not bad, not great and shipping was fast ",neutral
7993,I hate this so shipping was fast so bad,negative
7994,Very disappointed awful,negative
7995,Note: Awful quality,negative
7996,Worst purchase ever so shipping was fast terrible!,negative
7997,Top quality and great value because packaging was good,positive
7998,Top quality and great value,positive
7999,Exceeded my expectations so customer service helped,positive
8000,This ruined my day,negative
8001,It works as expected,neutral
8002,Awful quality because customer service helped awful,negative
8003,Highly recommend it,positive
8004,Highly recommend it,positive
8005,Will buy again pleasant,positive
8006,Very disappointed,negative
8007,I love this product and it works well 👍,positive
8008,Five stars as customer service helped,positive
8009,"Not bad, not great ",neutral
8010,Neutral experience so shipping was fast,neutral
8011,Will buy again,positive
8012,Exceeded my expectations so good,positive
8013,"FYI, Best purchase ever",positive
8014,Note: Exceeded my expectations amazing,positive
8015,Awful quality dislike,negative
8016,Absolutely fantastic experience and shipping was fast,positive
8017,Top quality and great value and it works well great!,positive
8018,It works as expected and shipping was fast so-so,neutral
8019,I hate this so packaging was good,negative
8020,This made my day and it works well amazing,positive
8021,Note: I love this product so shipping was fast pleasant,positive
8022,Top quality and great value so shipping was fast,positive
8023,Never buying again because the quality is great,negative
8024,Best purchase ever loved it,positive
8025,Awful quality so it works well dislike,negative
8026,No strong feelings so-so,neutral
8027,Very disappointed,negative
8028,Best purchase ever,positive
8029,Exceeded my expectations because packaging was good,positive
8030,It was okay as shipping was fast so-so,neutral
8031,This made my day so the quality is great,positive
8032,Completely unsatisfied,negative
8033,Neither good nor bad as it works well,neutral
8034,I love this product as packaging was good,positive
8035,Awful quality dislike,negative
8036,I hate this awful,negative
8037,Highly recommend it 😊,positive
8038,Top quality and great value because it works well so good,positive
8039,This made my day,positive
8040,Would not recommend so bad,negative
8041,Awful quality 😡,negative
8042,This made my day,positive
8043,Absolutely fantastic experience great!,positive
8044,Worst purchase ever because shipping was fast dislike,negative
8045,Terrible experience as shipping was fast,negative
8046,Never buying again 👎,negative
8047,Standard and it works well,neutral
8048,Highly recommend it because shipping was fast great!,positive
8049,Best purchase ever pleasant,positive
8050,Completely unsatisfied so packaging was good,negative
8051,Would not recommend dislike,negative
8052,Exceeded my expectations amazing,positive
8053,It works as expected so shipping was fast,neutral
8054,"Not bad, not great",neutral
8055,Never buying again as customer service helped dislike,negative
8056,Absolutely fantastic experience loved it,positive
8057,Never buying again and the quality is great horrible,negative
8058,"FYI, One star",negative
8059,One star because customer service helped,negative
8060,Would not recommend horrible,negative
8061,I love this product,positive
8062,Awful quality as packaging was good dislike,negative
8063,Best purchase ever so customer service helped,positive
8064,Awful quality dislike,negative
8065,One star,negative
8066,Never buying again so the quality is great 😡,negative
8067,Best purchase ever loved it,positive
8068,Will buy again 👍,positive
8069,This made my day so shipping was fast great!,positive
8070,I hate this 😡,negative
8071,No strong feelings ok,neutral
8072,Would not recommend as shipping was fast 👎,negative
8073,Highly recommend it pleasant,positive
8074,Five stars,positive
8075,One star and it works well,negative
8076,Will buy again 😊,positive
8077,Completely unsatisfied because shipping was fast 👎,negative
8078,Worst purchase ever,negative
8079,Completely unsatisfied so customer service helped horrible,negative
8080,This made my day,positive
8081,Will buy again pleasant,positive
8082,Five stars and customer service helped amazing,positive
8083,Absolutely fantastic experience,positive
8084,Absolutely fantastic experience 👍,positive
8085,Awful quality,negative
8086,Exceeded my expectations 😊,positive
8087,"Just saying, Top quality and great value so shipping was fast",positive
8088,This ruined my day,negative
8089,Five stars and shipping was fast 👍,positive
8090,Best purchase ever,positive
8091,Neutral experience because customer service helped ,neutral
8092,Exceeded my expectations so packaging was good great!,positive
8093,One star dislike,negative
8094,Exceeded my expectations because it works well,positive
8095,Satisfactory alright,neutral
8096,This made my day and customer service helped loved it,positive
8097,I love this product,positive
8098,Top quality and great value,positive
8099,Very disappointed so it works well 👎,negative
8100,Never buying again,negative
8101,Absolutely fantastic experience as shipping was fast,positive
8102,Completely unsatisfied terrible!,negative
8103,I hate this,negative
8104,Completely unsatisfied so shipping was fast,negative
8105,Absolutely fantastic experience as the quality is great,positive
8106,"FYI, Terrible experience",negative
8107,So happy with the service because customer service helped,positive
8108,Terrible experience so bad,negative
8109,I love this product and shipping was fast loved it,positive
8110,Terrible experience,negative
8111,Never buying again,negative
8112,Never buying again awful,negative
8113,Completely unsatisfied so bad,negative
8114,So happy with the service amazing,positive
8115,Top quality and great value so packaging was good,positive
8116,Completely unsatisfied awful,negative
8117,Neutral experience,neutral
8118,No strong feelings so-so,neutral
8119,I love this product because shipping was fast,positive
8120,I hate this,negative
8121,Highly recommend it so shipping was fast 👍,positive
8122,"Just saying, This made my day as packaging was good great!",positive
8123,Standard,neutral
8124,Completely unsatisfied so it works well dislike,negative
8125,Satisfactory so-so,neutral
8126,Would not recommend because customer service helped dislike,negative
8127,So happy with the service,positive
8128,Never buying again,negative
8129,Completely unsatisfied,negative
8130,Average product and it works well,neutral
8131,Note: Neither good nor bad and the quality is great alright,neutral
8132,Would not recommend,negative
8133,Best purchase ever because customer service helped so good,positive
8134,Completely unsatisfied,negative
8135,Awful quality horrible,negative
8136,Very disappointed,negative
8137,I love this product great!,positive
8138,Would not recommend as it works well,negative
8139,Fine for the price .,neutral
8140,I love this product,positive
8141,Absolutely fantastic experience so good,positive
8142,Top quality and great value because shipping was fast loved it,positive
8143,It works as expected,neutral
8144,One star because shipping was fast,negative
8145,Absolutely fantastic experience,positive
8146,Top quality and great value so good,positive
8147,Terrible experience,negative
8148,Awful quality 😡,negative
8149,One star,negative
8150,"FYI, Will buy again 😊",positive
8151,Note: Will buy again,positive
8152,"Just saying, This made my day amazing",positive
8153,So happy with the service,positive
8154,Worst purchase ever so bad,negative
8155,"Just saying, Will buy again great!",positive
8156,This made my day so packaging was good pleasant,positive
8157,One star awful,negative
8158,One star and packaging was good 😡,negative
8159,Exceeded my expectations as it works well great!,positive
8160,This ruined my day dislike,negative
8161,Exceeded my expectations as packaging was good great!,positive
8162,So happy with the service 😊,positive
8163,Will buy again and it works well loved it,positive
8164,Never buying again 👎,negative
8165,Worst purchase ever,negative
8166,Worst purchase ever,negative
8167,Worst purchase ever,negative
8168,Five stars,positive
8169,Awful quality so packaging was good terrible!,negative
8170,Worst purchase ever so packaging was good,negative
8171,Will buy again so good,positive
8172,Top quality and great value amazing,positive
8173,No strong feelings because the quality is great,neutral
8174,Standard alright,neutral
8175,"Not bad, not great",neutral
8176,I love this product so good,positive
8177,Never buying again,negative
8178,"Just saying, Top quality and great value",positive
8179,Top quality and great value,positive
8180,Completely unsatisfied and customer service helped terrible!,negative
8181,"FYI, Would not recommend 👎",negative
8182,So happy with the service,positive
8183,Absolutely fantastic experience amazing,positive
8184,One star 😡,negative
8185,Best purchase ever,positive
8186,Worst purchase ever horrible,negative
8187,Will buy again and shipping was fast so good,positive
8188,Never buying again,negative
8189,I hate this so shipping was fast,negative
8190,Very disappointed,negative
8191,This made my day as packaging was good amazing,positive
8192,This ruined my day dislike,negative
8193,This made my day so customer service helped,positive
8194,Awful quality,negative
8195,Highly recommend it because shipping was fast great!,positive
8196,Note: This made my day 👍,positive
8197,Exceeded my expectations,positive
8198,One star,negative
8199,One star awful,negative
8200,Terrible experience because packaging was good awful,negative
8201,Five stars,positive
8202,Note: It was okay,neutral
8203,Completely unsatisfied,negative
8204,This ruined my day awful,negative
8205,Highly recommend it loved it,positive
8206,Best purchase ever and customer service helped,positive
8207,Very disappointed horrible,negative
8208,Terrible experience awful,negative
8209,Neutral experience so-so,neutral
8210,Note: Fine for the price so packaging was good .,neutral
8211,"FYI, Worst purchase ever horrible",negative
8212,Awful quality and it works well 😡,negative
8213,Completely unsatisfied awful,negative
8214,Highly recommend it,positive
8215,Completely unsatisfied awful,negative
8216,"FYI, It was okay ok",neutral
8217,This made my day so it works well,positive
8218,Absolutely fantastic experience so it works well so good,positive
8219,Never buying again awful,negative
8220,So happy with the service and packaging was good,positive
8221,No strong feelings as shipping was fast ,neutral
8222,I hate this awful,negative
8223,I hate this so the quality is great horrible,negative
8224,This ruined my day and packaging was good,negative
8225,Terrible experience and the quality is great,negative
8226,Worst purchase ever terrible!,negative
8227,One star,negative
8228,This made my day,positive
8229,Awful quality awful,negative
8230,Completely unsatisfied 👎,negative
8231,"FYI, So happy with the service because packaging was good",positive
8232,Note: Highly recommend it so it works well,positive
8233,So happy with the service,positive
8234,So happy with the service 👍,positive
8235,Completely unsatisfied so shipping was fast,negative
8236,Worst purchase ever,negative
8237,Best purchase ever because it works well,positive
8238,Note: Exceeded my expectations,positive
8239,Best purchase ever great!,positive
8240,This made my day amazing,positive
8241,I hate this,negative
8242,I love this product,positive
8243,Best purchase ever pleasant,positive
8244,Terrible experience so bad,negative
8245,Note: This ruined my day so bad,negative
8246,Very disappointed,negative
8247,Will buy again,positive
8248,"Just saying, Terrible experience terrible!",negative
8249,This ruined my day so it works well horrible,negative
8250,No strong feelings,neutral
8251,This ruined my day as customer service helped horrible,negative
8252,Exceeded my expectations great!,positive
8253,This ruined my day so bad,negative
8254,Highly recommend it and shipping was fast great!,positive
8255,So happy with the service so good,positive
8256,Highly recommend it 😊,positive
8257,I hate this,negative
8258,Terrible experience 😡,negative
8259,Absolutely fantastic experience,positive
8260,Awful quality as shipping was fast,negative
8261,Highly recommend it amazing,positive
8262,Awful quality so bad,negative
8263,Highly recommend it amazing,positive
8264,Neither good nor bad ok,neutral
8265,Very disappointed so customer service helped 👎,negative
8266,Exceeded my expectations so it works well,positive
8267,"FYI, Exceeded my expectations",positive
8268,Worst purchase ever dislike,negative
8269,Completely unsatisfied as customer service helped so bad,negative
8270,Highly recommend it loved it,positive
8271,"Just saying, Five stars great!",positive
8272,Very disappointed dislike,negative
8273,Note: Fine for the price ,neutral
8274,Absolutely fantastic experience and shipping was fast,positive
8275,Exceeded my expectations so shipping was fast,positive
8276,Top quality and great value as it works well,positive
8277,I love this product,positive
8278,So happy with the service amazing,positive
8279,This made my day because packaging was good 😊,positive
8280,Exceeded my expectations so shipping was fast,positive
8281,Never buying again and shipping was fast,negative
8282,Exceeded my expectations,positive
8283,Top quality and great value 👍,positive
8284,"Just saying, One star as it works well so bad",negative
8285,This made my day amazing,positive
8286,Never buying again 👎,negative
8287,One star because shipping was fast 😡,negative
8288,Five stars loved it,positive
8289,Five stars 👍,positive
8290,Best purchase ever because the quality is great pleasant,positive
8291,Top quality and great value as the quality is great,positive
8292,Very disappointed so bad,negative
8293,Completely unsatisfied 👎,negative
8294,I hate this,negative
8295,I hate this so bad,negative
8296,"FYI, Five stars and packaging was good",positive
8297,Five stars and the quality is great,positive
8298,Would not recommend 😡,negative
8299,Would not recommend as the quality is great terrible!,negative
8300,Never buying again awful,negative
8301,Never buying again 👎,negative
8302,Exceeded my expectations as packaging was good loved it,positive
8303,Highly recommend it,positive
8304,This ruined my day 😡,negative
8305,This made my day 👍,positive
8306,Highly recommend it so good,positive
8307,Never buying again,negative
8308,Very disappointed as customer service helped,negative
8309,Very disappointed,negative
8310,Completely unsatisfied,negative
8311,Will buy again,positive
8312,So happy with the service because customer service helped,positive
8313,Absolutely fantastic experience so the quality is great,positive
8314,I love this product amazing,positive
8315,Would not recommend 👎,negative
8316,"FYI, This ruined my day awful",negative
8317,Best purchase ever 👍,positive
8318,This made my day 👍,positive
8319,Will buy again because the quality is great,positive
8320,Highly recommend it 😊,positive
8321,Highly recommend it as customer service helped great!,positive
8322,Very disappointed so shipping was fast,negative
8323,I hate this,negative
8324,Completely unsatisfied because shipping was fast,negative
8325,No strong feelings as customer service helped .,neutral
8326,Completely unsatisfied horrible,negative
8327,Exceeded my expectations because packaging was good loved it,positive
8328,Will buy again pleasant,positive
8329,"Just saying, Highly recommend it loved it",positive
8330,I hate this,negative
8331,Terrible experience terrible!,negative
8332,Top quality and great value,positive
8333,Will buy again,positive
8334,Top quality and great value so customer service helped 😊,positive
8335,Completely unsatisfied 😡,negative
8336,Absolutely fantastic experience,positive
8337,Best purchase ever,positive
8338,Highly recommend it amazing,positive
8339,One star terrible!,negative
8340,It works as expected,neutral
8341,Five stars and it works well,positive
8342,Absolutely fantastic experience as shipping was fast amazing,positive
8343,Very disappointed dislike,negative
8344,I hate this,negative
8345,Awful quality so it works well,negative
8346,It works as expected,neutral
8347,Satisfactory as the quality is great ok,neutral
8348,Would not recommend so bad,negative
8349,No strong feelings because it works well,neutral
8350,I love this product amazing,positive
8351,Completely unsatisfied horrible,negative
8352,"FYI, Very disappointed and packaging was good so bad",negative
8353,Awful quality,negative
8354,Worst purchase ever 😡,negative
8355,Exceeded my expectations as the quality is great,positive
8356,This made my day so it works well,positive
8357,Absolutely fantastic experience,positive
8358,Best purchase ever,positive
8359,One star so bad,negative
8360,"Just saying, One star awful",negative
8361,Would not recommend so shipping was fast dislike,negative
8362,Never buying again so it works well awful,negative
8363,I hate this,negative
8364,It works as expected ok,neutral
8365,Exceeded my expectations as the quality is great amazing,positive
8366,I hate this because shipping was fast,negative
8367,Would not recommend 👎,negative
8368,Absolutely fantastic experience because the quality is great 😊,positive
8369,Five stars,positive
8370,Terrible experience because it works well,negative
8371,Never buying again as packaging was good,negative
8372,Five stars loved it,positive
8373,Top quality and great value,positive
8374,Very disappointed 👎,negative
8375,This made my day so shipping was fast 😊,positive
8376,Best purchase ever as customer service helped amazing,positive
8377,Highly recommend it,positive
8378,This ruined my day,negative
8379,Completely unsatisfied as packaging was good,negative
8380,This made my day,positive
8381,Top quality and great value,positive
8382,Five stars because the quality is great,positive
8383,Terrible experience and the quality is great terrible!,negative
8384,Exceeded my expectations great!,positive
8385,I hate this,negative
8386,I love this product amazing,positive
8387,Five stars 😊,positive
8388,Five stars loved it,positive
8389,Exceeded my expectations,positive
8390,One star terrible!,negative
8391,"FYI, No strong feelings ",neutral
8392,Worst purchase ever so packaging was good,negative
8393,Satisfactory,neutral
8394,Five stars amazing,positive
8395,Top quality and great value and packaging was good loved it,positive
8396,Absolutely fantastic experience,positive
8397,Completely unsatisfied,negative
8398,Five stars 😊,positive
8399,"FYI, This ruined my day horrible",negative
8400,One star as packaging was good 😡,negative
8401,Exceeded my expectations amazing,positive
8402,I hate this 👎,negative
8403,Worst purchase ever so it works well 👎,negative
8404,Highly recommend it,positive
8405,Standard,neutral
8406,Would not recommend 👎,negative
8407,I love this product so good,positive
8408,"Just saying, Top quality and great value",positive
8409,Best purchase ever,positive
8410,Awful quality horrible,negative
8411,Awful quality terrible!,negative
8412,Worst purchase ever as the quality is great horrible,negative
8413,One star as customer service helped,negative
8414,Exceeded my expectations and shipping was fast 👍,positive
8415,Will buy again,positive
8416,Will buy again 😊,positive
8417,Terrible experience and packaging was good so bad,negative
8418,So happy with the service,positive
8419,Terrible experience,negative
8420,Best purchase ever as it works well,positive
8421,This made my day as customer service helped pleasant,positive
8422,Top quality and great value and the quality is great,positive
8423,Note: Neither good nor bad alright,neutral
8424,One star 👎,negative
8425,This ruined my day so bad,negative
8426,Best purchase ever 👍,positive
8427,Awful quality 👎,negative
8428,Highly recommend it as packaging was good so good,positive
8429,Will buy again as it works well,positive
8430,Terrible experience dislike,negative
8431,Five stars,positive
8432,Best purchase ever and it works well,positive
8433,Terrible experience,negative
8434,This ruined my day,negative
8435,Terrible experience dislike,negative
8436,This made my day as packaging was good,positive
8437,I hate this as it works well,negative
8438,This ruined my day,negative
8439,One star so it works well awful,negative
8440,Never buying again,negative
8441,Awful quality,negative
8442,Will buy again so shipping was fast,positive
8443,So happy with the service,positive
8444,Would not recommend 👎,negative
8445,Very disappointed so bad,negative
8446,So happy with the service pleasant,positive
8447,Exceeded my expectations,positive
8448,Five stars and it works well,positive
8449,Top quality and great value as customer service helped loved it,positive
8450,Absolutely fantastic experience and the quality is great pleasant,positive
8451,Exceeded my expectations and shipping was fast,positive
8452,One star because it works well,negative
8453,So happy with the service,positive
8454,Never buying again so packaging was good horrible,negative
8455,I hate this so the quality is great,negative
8456,Would not recommend because packaging was good 😡,negative
8457,I love this product,positive
8458,Neither good nor bad,neutral
8459,Note: Would not recommend awful,negative
8460,Five stars,positive
8461,Exceeded my expectations as packaging was good,positive
8462,Very disappointed,negative
8463,Very disappointed,negative
8464,Terrible experience,negative
8465,This made my day as it works well,positive
8466,Exceeded my expectations so it works well,positive
8467,Exceeded my expectations and customer service helped,positive
8468,This made my day amazing,positive
8469,"FYI, One star as the quality is great terrible!",negative
8470,Worst purchase ever as packaging was good awful,negative
8471,Never buying again 👎,negative
8472,Highly recommend it so packaging was good 😊,positive
8473,I love this product because the quality is great,positive
8474,I hate this 👎,negative
8475,Note: No strong feelings as packaging was good,neutral
8476,This made my day,positive
8477,Will buy again,positive
8478,Completely unsatisfied and the quality is great,negative
8479,"Just saying, I hate this because shipping was fast",negative
8480,Terrible experience awful,negative
8481,Will buy again because shipping was fast,positive
8482,Best purchase ever so shipping was fast,positive
8483,This ruined my day so packaging was good,negative
8484,One star dislike,negative
8485,"Just saying, Awful quality",negative
8486,Highly recommend it because shipping was fast,positive
8487,Note: Will buy again loved it,positive
8488,So happy with the service,positive
8489,Satisfactory,neutral
8490,Completely unsatisfied,negative
8491,Note: Terrible experience terrible!,negative
8492,Terrible experience because it works well dislike,negative
8493,Never buying again so bad,negative
8494,Terrible experience dislike,negative
8495,Will buy again,positive
8496,Would not recommend because shipping was fast,negative
8497,Completely unsatisfied as customer service helped,negative
8498,Very disappointed horrible,negative
8499,I love this product,positive
8500,Never buying again horrible,negative
8501,"Just saying, Exceeded my expectations amazing",positive
8502,Never buying again,negative
8503,Five stars and packaging was good,positive
8504,Worst purchase ever so bad,negative
8505,Note: Five stars and packaging was good amazing,positive
8506,"FYI, Completely unsatisfied 👎",negative
8507,Very disappointed as shipping was fast,negative
8508,Best purchase ever as shipping was fast,positive
8509,Highly recommend it and shipping was fast amazing,positive
8510,Neutral experience ,neutral
8511,Best purchase ever,positive
8512,Exceeded my expectations because the quality is great,positive
8513,Neutral experience alright,neutral
8514,This ruined my day dislike,negative
8515,Will buy again because customer service helped pleasant,positive
8516,Five stars,positive
8517,I hate this terrible!,negative
8518,No strong feelings,neutral
8519,This made my day as customer service helped so good,positive
8520,Exceeded my expectations amazing,positive
8521,Note: Completely unsatisfied,negative
8522,Will buy again,positive
8523,Exceeded my expectations loved it,positive
8524,So happy with the service great!,positive
8525,Five stars,positive
8526,I love this product so the quality is great pleasant,positive
8527,I love this product,positive
8528,One star,negative
8529,It was okay and customer service helped ok,neutral
8530,Absolutely fantastic experience great!,positive
8531,One star,negative
8532,Absolutely fantastic experience and the quality is great,positive
8533,Awful quality,negative
8534,Will buy again,positive
8535,Five stars,positive
8536,This made my day,positive
8537,This made my day because the quality is great 👍,positive
8538,Five stars 😊,positive
8539,Standard so packaging was good ,neutral
8540,Will buy again and the quality is great great!,positive
8541,Absolutely fantastic experience 👍,positive
8542,I hate this as shipping was fast,negative
8543,This ruined my day dislike,negative
8544,Will buy again and the quality is great so good,positive
8545,Best purchase ever,positive
8546,Will buy again and packaging was good amazing,positive
8547,Worst purchase ever so customer service helped,negative
8548,Exceeded my expectations because shipping was fast 😊,positive
8549,Top quality and great value amazing,positive
8550,Completely unsatisfied so it works well,negative
8551,I love this product pleasant,positive
8552,This made my day,positive
8553,Would not recommend dislike,negative
8554,"FYI, Neutral experience as the quality is great",neutral
8555,Completely unsatisfied and packaging was good,negative
8556,I love this product and customer service helped,positive
8557,Note: Never buying again because shipping was fast,negative
8558,One star 😡,negative
8559,Will buy again great!,positive
8560,I hate this because shipping was fast 😡,negative
8561,Never buying again terrible!,negative
8562,Will buy again as the quality is great 👍,positive
8563,"Not bad, not great because packaging was good",neutral
8564,Worst purchase ever terrible!,negative
8565,Never buying again because it works well,negative
8566,This made my day,positive
8567,Best purchase ever because it works well loved it,positive
8568,Never buying again because the quality is great awful,negative
8569,This made my day,positive
8570,Exceeded my expectations,positive
8571,Would not recommend so bad,negative
8572,Exceeded my expectations so it works well pleasant,positive
8573,One star,negative
8574,Would not recommend so customer service helped so bad,negative
8575,Completely unsatisfied,negative
8576,Best purchase ever,positive
8577,This made my day so good,positive
8578,Highly recommend it 👍,positive
8579,Terrible experience 😡,negative
8580,Best purchase ever 😊,positive
8581,Never buying again because shipping was fast,negative
8582,Very disappointed terrible!,negative
8583,Completely unsatisfied so bad,negative
8584,Five stars,positive
8585,Worst purchase ever because the quality is great,negative
8586,Absolutely fantastic experience,positive
8587,I hate this horrible,negative
8588,I love this product because the quality is great amazing,positive
8589,One star awful,negative
8590,"FYI, Five stars so it works well",positive
8591,Will buy again so customer service helped,positive
8592,Absolutely fantastic experience 👍,positive
8593,I love this product,positive
8594,Awful quality,negative
8595,Neutral experience and the quality is great,neutral
8596,So happy with the service great!,positive
8597,"Not bad, not great",neutral
8598,It works as expected as it works well,neutral
8599,Very disappointed,negative
8600,One star terrible!,negative
8601,Neither good nor bad,neutral
8602,Will buy again and it works well,positive
8603,Terrible experience so customer service helped awful,negative
8604,I hate this horrible,negative
8605,"Not bad, not great because the quality is great ",neutral
8606,Best purchase ever 👍,positive
8607,Exceeded my expectations amazing,positive
8608,No strong feelings and it works well ok,neutral
8609,Terrible experience so bad,negative
8610,Worst purchase ever,negative
8611,Top quality and great value and the quality is great amazing,positive
8612,Best purchase ever as customer service helped,positive
8613,I love this product pleasant,positive
8614,Best purchase ever because packaging was good 😊,positive
8615,Never buying again as shipping was fast,negative
8616,Best purchase ever amazing,positive
8617,Neither good nor bad,neutral
8618,Would not recommend,negative
8619,Terrible experience,negative
8620,Note: Best purchase ever 👍,positive
8621,Five stars as packaging was good 😊,positive
8622,I love this product,positive
8623,Awful quality and shipping was fast,negative
8624,Completely unsatisfied dislike,negative
8625,Terrible experience because packaging was good,negative
8626,Awful quality so customer service helped awful,negative
8627,Exceeded my expectations because shipping was fast loved it,positive
8628,"Not bad, not great",neutral
8629,Five stars so customer service helped,positive
8630,This made my day,positive
8631,"Not bad, not great so packaging was good",neutral
8632,This made my day 👍,positive
8633,Never buying again so customer service helped 😡,negative
8634,Absolutely fantastic experience,positive
8635,Best purchase ever because it works well,positive
8636,Fine for the price alright,neutral
8637,Awful quality 👎,negative
8638,Worst purchase ever and packaging was good so bad,negative
8639,Awful quality 👎,negative
8640,I love this product 😊,positive
8641,This ruined my day,negative
8642,"FYI, Terrible experience",negative
8643,"Just saying, I love this product 😊",positive
8644,"Just saying, Terrible experience and customer service helped",negative
8645,Worst purchase ever,negative
8646,Will buy again,positive
8647,Awful quality 😡,negative
8648,Very disappointed and packaging was good,negative
8649,No strong feelings,neutral
8650,Never buying again terrible!,negative
8651,Awful quality and packaging was good awful,negative
8652,Average product,neutral
8653,Will buy again amazing,positive
8654,One star and packaging was good so bad,negative
8655,Never buying again terrible!,negative
8656,Terrible experience because shipping was fast,negative
8657,Never buying again horrible,negative
8658,Very disappointed,negative
8659,Awful quality terrible!,negative
8660,Never buying again so customer service helped horrible,negative
8661,Best purchase ever 😊,positive
8662,So happy with the service,positive
8663,Will buy again,positive
8664,Will buy again pleasant,positive
8665,This ruined my day so the quality is great 😡,negative
8666,Never buying again,negative
8667,Never buying again 😡,negative
8668,Would not recommend,negative
8669,Awful quality because it works well,negative
8670,I hate this,negative
8671,Completely unsatisfied 😡,negative
8672,Terrible experience as the quality is great,negative
8673,Exceeded my expectations so it works well,positive
8674,Five stars great!,positive
8675,Top quality and great value amazing,positive
8676,Five stars and packaging was good great!,positive
8677,One star 👎,negative
8678,Will buy again so good,positive
8679,"Just saying, This ruined my day terrible!",negative
8680,Note: Terrible experience 👎,negative
8681,Completely unsatisfied 👎,negative
8682,Will buy again,positive
8683,Highly recommend it and packaging was good,positive
8684,Best purchase ever pleasant,positive
8685,Best purchase ever so customer service helped,positive
8686,This ruined my day as it works well,negative
8687,Note: Best purchase ever amazing,positive
8688,Terrible experience so shipping was fast so bad,negative
8689,Will buy again great!,positive
8690,So happy with the service as the quality is great,positive
8691,Terrible experience dislike,negative
8692,I love this product,positive
8693,Awful quality,negative
8694,Absolutely fantastic experience as the quality is great pleasant,positive
8695,Neither good nor bad ok,neutral
8696,Standard as the quality is great,neutral
8697,Will buy again so the quality is great,positive
8698,"FYI, Five stars because the quality is great",positive
8699,Top quality and great value because shipping was fast,positive
8700,Worst purchase ever terrible!,negative
8701,Note: Never buying again because it works well awful,negative
8702,Worst purchase ever,negative
8703,Five stars because the quality is great,positive
8704,Terrible experience because customer service helped,negative
8705,Best purchase ever and shipping was fast 😊,positive
8706,Best purchase ever,positive
8707,Absolutely fantastic experience,positive
8708,Note: Top quality and great value pleasant,positive
8709,Highly recommend it as packaging was good so good,positive
8710,This made my day so the quality is great,positive
8711,Would not recommend,negative
8712,Very disappointed,negative
8713,Terrible experience so shipping was fast horrible,negative
8714,Top quality and great value so good,positive
